kod;marka;model;nazwa;kategoria;zastosowanie;pewnosc;stare_zastosowanie
MO1_15172672;CEAT;Trac-XL;26.5-25 CEAT Trac-XL 28PR TL;rolnicze;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO1_15172581;CEAT;Trac-XL;23.5-25 CEAT Trac-XL 20PR TL;rolnicze;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO1_15172543;CEAT;Trac-XL;17.5-25 CEAT Trac-XL 16PR TL;rolnicze;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO1_10003386;CEAT;Grip Master EX;10.00-20 CEAT Grip Master EX 146B 16PR TT;rolnicze;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO1_10001857;CEAT;Grip Master EX;10.00-20 CEAT Grip Master EX 146B 16PR TT;rolnicze;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO3_4607024contiEM;Continental;CompactMaster EM;460/70R24 Continental 159A8/159B TL;rolnicze;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_06700030000;Continental;COMPACTMASTER EM;17.5R24 Continental COMPACTMASTER EM 159A8/159B TL;rolnicze;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_25970;Firestone;MULTI BLOCK T MS DE2;23.5R25 Firestone MULTI BLOCK T MS DE2 185B TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_362698-36;Galaxy;LDSR 500;23.5R25 Galaxy LDSR 500 201A2 TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_362696-36;Galaxy;LDSR 500;20.5R25 Galaxy LDSR 500 193A2 TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_348418-36;Galaxy;SUPER TRAC;14.00-24 Galaxy SUPER TRAC 28PR TT;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_304702-36;Galaxy;HTSR 400;29.5R25 Galaxy HTSR 400 200B/216A2 TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO1_15272548;Galaxy;LDSR 300;17.5R25 Galaxy LDSR 300 182A2/167B TL;rolnicze;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_18112230250200V990;JK Tyre;VEM 99;23.5-25 JK Tyre VEM 99 171B/191A2 20PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO5_HLPD250G7500B4562;MRL;ME3 456 ROCK GRIP;17.5-25 MRL ME3 456 ROCK GRIP E-3/L-3 164B/181A2 20PR TL;rolnicze;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO5_HLPD250G230024562;MRL;ME3 456 ROCK GRIP;23.5-25 MRL ME3 456 ROCK GRIP E-3/L-3 191A2 20PR TL;rolnicze;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO5_MIRR22556060DR020;Mitas;AR-02;560/60R22.5 Mitas AR-02 161D TL;ciężarowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO5_MIPD200H1000BE220;Mitas;EM 22;11.00-20 Mitas EM 22 148B 16PR TT;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO5_MIPD200H0000BE230;Mitas;EM-23;10.00-20 Mitas EM-23 146B 16PR TT;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO5_MIPD200H0000BE220;Mitas;EM-22;10.00-20 Mitas EM-22 146B 16PR TT;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO4_MIPD200H0000BE230;Mitas;EM-23;10.00-20 Mitas EM-23 146B 16PR TT;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_5001501744000;Mitas;TL01;16.9-30 Mitas TL01 12PR TT;leśne;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_4006201460000;Mitas;EM01;405/70R20 Mitas EM01 143B TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_4006201440000;Mitas;EM-02;12.5R18 Mitas EM-02 132G TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_4006201400000;Mitas;EM01;12.5R20 Mitas EM01 136B TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_4006201380000;Mitas;EM-02;12.5R18 Mitas EM-02 139B TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_4006201280000;Mitas;EM01;14.5R20 Mitas EM01 141B TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_4006201200000;Mitas;EM01;365/70R18 Mitas EM01 135B TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_4006201020000;Mitas;EM01;405/70R18 Mitas EM01 156B TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_25029862;Mitas;MPT04 IND;360/85-20 Mitas MPT04 IND 14PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_25029382;Mitas;TI09;440/80-30 Mitas TI09 14PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_25028054;Mitas;EM23;10.00-20 Mitas EM23 16PR TT;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_25027655;Mitas;MPT06 IND;480/65-22.5 Mitas MPT06 IND 16PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_13219200;Mitas;MPT01;405/70-20 Mitas MPT01 16PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_1014202690000;Mitas;MPT06;480/65-22.5 Mitas MPT06 16PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_1012307230000;Mitas;EM20;23.5-25 Mitas EM20 20PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_1012305850000;Mitas;EM30;20.5-25 Mitas EM30 16PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_1012305620000;Mitas;EM20;20.5-25 Mitas EM20 16PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_1012305040000;Mitas;EM70;20-24 Mitas EM70 12PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_1011313680000;Mitas;MPT04 IND;360/85-20 Mitas MPT04 IND 14PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_1011313210000;Mitas;MPT03;14.5-20 Mitas MPT03 12PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_1011312750000;Mitas;MPT05;14.5-20 Mitas MPT05 12PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_1011312300000;Mitas;MPT04;360/85-20 Mitas MPT04 12PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_1011304930000;Mitas;MPT05;10.5-20 Mitas MPT05 10PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_1011304470000;Mitas;MPT04;10.5-20 Mitas MPT04 10PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_1011204690000;Mitas;NB41;10.00-20 Mitas NB41 16PR;ciężarowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO7_T445547;NOKIAN;Mine King L-5S;29.5-29 NOKIAN Mine King L-5S 40PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO7_T445546;NOKIAN;Mine King L-5S;26.5-25 NOKIAN Mine King L-5S 36PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO7_T445545;NOKIAN;Mine King L-5S;18.00-25 NOKIAN Mine King L-5S 32PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO7_T445580;NOKIAN;Mine King L-5S;17.5-25 NOKIAN Mine King L-5S 34PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO7_T445540;NOKIAN;Mine King L-5S;17.5-25 NOKIAN Mine King L-5S 24PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO7_T445544;NOKIAN;Mine King L-5S;12.00-20 NOKIAN Mine King L-5S 20PR TT;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO7_T445709;NOKIAN;Mine King E-4;14.00-24 NOKIAN Mine King E-4 28PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO7_T445617;NOKIAN;Mine King E-4;14.00-20 NOKIAN Mine King E-4 20PR TT;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO7_T445712;NOKIAN;Mine King E-4;12.00-20 NOKIAN Mine King E-4 20PR TT;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_IND00261;Speedways;ROCKLUG E3;23.5-25 Speedways ROCKLUG E3 28PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_IND00254;Speedways;ROCKLUG E3;23.5-25 Speedways ROCKLUG E3 24PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_IND00092;Speedways;ROCKLUG E3;15.5-25 Speedways ROCKLUG E3 16PR TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_4007112210000;Trelleborg;EMR 1030;26.5R25 Trelleborg EMR 1030 209A2/193B TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_4007112200000;Trelleborg;EMR 1050;23.5R25 Trelleborg EMR 1050 201A2 TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_4007112160000;Trelleborg;EMR 1030;23.5R25 Trelleborg EMR 1030 201A2/185B TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_2000044370101;Trelleborg;EMR 1050;26.5R25 Trelleborg EMR 1050 209A2 TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO2_2000044250101;Trelleborg;EMR 1030;23.5R25 Trelleborg EMR 1030 201A2/185B TL;przemysłowe;maszyny górnicze;PEWNE;Maszyny górnicze/kamieniołomy
MO9_63169;BKT;LOADER PLUS L-3;23.5x25 BKT LOADER PLUS L-3 20PR TT;przemysłowe;suwnica/dźwig;PEWNE;Suwnice/dźwig
MO9_43031;BKT;PORT KING PLUS GCRC IND-4;18.00x25 BKT PORT KING PLUS GCRC IND-4 40PR TL;przemysłowe;suwnica/dźwig;PEWNE;Suwnice/dźwig
MO9_21856;BKT;AIROMAX AM27 E;445/95R25 BKT AIROMAX AM27 E 174F;rolnicze;suwnica/dźwig;PEWNE;Suwnice/dźwig
MO9_15511;BKT;PORT KING USZKODZONE;18.00x25 BKT PORT KING USZKODZONE 40PR TL;przemysłowe;suwnica/dźwig;PEWNE;Suwnice/dźwig
MO7_T445468;NOKIAN;RTG;18.00-25 NOKIAN RTG 40PR TL;przemysłowe;suwnica/dźwig;PEWNE;Suwnice/dźwig
MO7_T445471;NOKIAN;RTG;14.00-24 NOKIAN RTG 28PR TL;przemysłowe;suwnica/dźwig;PEWNE;Suwnice/dźwig
MO7_T445663;NOKIAN;HTS G2 L-4S;18.00-33 NOKIAN HTS G2 L-4S 40PR TL;przemysłowe;suwnica/dźwig;PEWNE;Suwnice/dźwig
MO7_T445805;NOKIAN;HTS G2 L-5S;18.00-25 NOKIAN HTS G2 L-5S 40PR TL;przemysłowe;suwnica/dźwig;PEWNE;Suwnice/dźwig
MO7_T445638;NOKIAN;HTS G2 L-4S;18.00-25 NOKIAN HTS G2 L-4S 40PR TL;przemysłowe;suwnica/dźwig;PEWNE;Suwnice/dźwig
MO7_T445662;NOKIAN;HTS G2 E-4;18.00-33 NOKIAN HTS G2 E-4 40PR TL;przemysłowe;suwnica/dźwig;PEWNE;Suwnice/dźwig
MO7_T445637;NOKIAN;HTS G2 E-4;18.00-25 NOKIAN HTS G2 E-4 40PR TL;przemysłowe;suwnica/dźwig;PEWNE;Suwnice/dźwig
MO7_T445711;NOKIAN;HTS G2 E-4;16.00-25 NOKIAN HTS G2 E-4 36PR TL;przemysłowe;suwnica/dźwig;PEWNE;Suwnice/dźwig
MO7_T445710;NOKIAN;HTS G2 E-4;14.00-24 NOKIAN HTS G2 E-4 28PR TL;przemysłowe;suwnica/dźwig;PEWNE;Suwnice/dźwig
MO7_T845482;NOKIAN;NORDMAN MINE E-4;29.5R25 NOKIAN NORDMAN MINE E-4 TL;przemysłowe;suwnica/dźwig;PEWNE;Suwnice/dźwig
MO7_T845483;NOKIAN;NORDMAN MINE E-4;26.5R25 NOKIAN NORDMAN MINE E-4 TL;przemysłowe;suwnica/dźwig;PEWNE;Suwnice/dźwig
MO3_5007024A580;Alliance;580;500/70R24 Alliance 580 164A8/164B TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO3_4607024A580demo;Alliance;580;460/70R24 Alliance 580 150A8 TL demo;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO3_11580153A323tl12;Alliance;A323;11.5/80-15.3 Alliance A323 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO3_1658524AA-35812tt;Alliance;A-358;16.5/85-24 Alliance A-358 12PR TT;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO3_40060155AA-320VP143A;Alliance;A-320 VP;400/60-15.5 Alliance A-320 VP 143A6/135A8 16PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO3_1904517A320;Alliance;320;19.0/45-17 Alliance 320 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO3_32090R46A350148D151A;Alliance;350;320/90R46 Alliance 350 148D/151A8 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO3_11580153A;Alliance;A320 VP;11.5/80-15.3 Alliance A320 VP 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_58024810AL-IN;Alliance;580;19.5R24 Alliance 580 164A8 TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO2_58024530AL-IN;Alliance;580;500/70R28 Alliance 580 164A8 TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO2_58020806AL-IN;Alliance;580;17.5R24 Alliance 580 159A8 TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO2_58010350AL-IG;Alliance;580;300/75R18 Alliance 580 142A8 TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO2_35075050AL;Alliance;350;320/90R50 Alliance 350 153A8/150D TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32610706AL-IN;Alliance;326;16.0/70-20 Alliance 326 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32122690AL-IG;Alliance;321 PLUS;12.5/80-18 Alliance 321 PLUS 12PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32021701VP-IG;Alliance;320 VALUE PLUS;19.0/45-17 Alliance 320 VALUE PLUS 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32021611AL-IN;Alliance;320;16.0/70-20 Alliance 320 14PR TT;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32017610VP-IG;Alliance;320 VALUE PLUS;16.0/70-20 Alliance 320 VALUE PLUS 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32016450VP-IG;Alliance;320 VALUE PLUS;15.0/55-17 Alliance 320 VALUE PLUS 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32016400VP-IN;Alliance;320 VALUE PLUS;15.0/55-17 Alliance 320 VALUE PLUS 10PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32016400VP-IG;Alliance;320 VALUE PLUS;15.0/55-17 Alliance 320 VALUE PLUS 10PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32015010VP-IG;Alliance;320 VALUE PLUS;13.0/55-16 Alliance 320 VALUE PLUS 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32014930VP-IG;Alliance;320 VALUE PLUS;12.5/80-18 Alliance 320 VALUE PLUS 16PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32014918VP-IG;Alliance;A320 VALUE PLUS;12.5/80-18 Alliance A320 VALUE PLUS 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32013120VP-IG;Alliance;320 VALUE PLUS;500/50-17 Alliance 320 VALUE PLUS 153A6 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32012112VP-IN;Alliance;320 VALUE PLUS;400/60-15.5 Alliance 320 VALUE PLUS 16PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32012112VP-IG;Alliance;320 VALUE PLUS;400/60-15.5 Alliance 320 VALUE PLUS 16PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32011957VP-IG;Alliance;A320 VALUE PLUS;12.5/80-15.3 Alliance A320 VALUE PLUS 148A6/144A8 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO2_32011922VP-IG;Alliance;320 VALUE PLUS;11.5/80-15.3 Alliance 320 VALUE PLUS 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15285312;Alliance;Agro Industrial 580;460/70R24 Alliance Agro Industrial 580 159A8/159B SB TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO1_15285305;Alliance;Agro Industrial 580;405/70R24 Alliance Agro Industrial 580 152A8/152B SB TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO1_15272630;Alliance;321 Plus;440/80-28 Alliance 321 Plus 152A8 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15272625;Alliance;202;18.4-26 Alliance 202 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15272620;Alliance;321 Plus;480/80-26 Alliance 321 Plus 156A8 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15272465;Alliance;326;16/70-24 Alliance 326 169A2/152B 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15272280;Alliance;326;16.0/70-20 Alliance 326 166A2/149B 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15272127;Alliance;202;12x16.5 Alliance 202 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15272084;Alliance;321 Plus;12.5/80-18 Alliance 321 Plus 129A8/142A8 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15231505;Alliance;Tough Trac 325;400/80-24 Alliance Tough Trac 325 162A8 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15231500;Alliance;Tough Trac 325;340/80-20 Alliance Tough Trac 325 144A8 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15231490;Alliance;Tough Trac 325;280/80-18 Alliance Tough Trac 325 132A8 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15226130;Alliance;350;320/85R34 Alliance 350 141A8 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15215692;Alliance;380 Industrial HD;600/55R26.5 Alliance 380 Industrial HD 177D SB TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO1_15212485;Alliance;320;16.0/70-20 Alliance 320 154A8/150B 14PR TT;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15212337;Alliance;320 Value Plus;12.5/80-18 Alliance 320 Value Plus 152A6/148A8 16PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15212332;Alliance;320 Value Plus;12.5/80-18 Alliance 320 Value Plus 145A6/142A8 12PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15212311;Alliance;320 Value Plus;10.5/80-18 Alliance 320 Value Plus 135A6/131A8 10PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15211691;Alliance;320 Value Plus;15.0/55-17 Alliance 320 Value Plus 138A6/134A8 10PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15211689;Alliance;320 Value Plus;500/50-17 Alliance 320 Value Plus 153A6/149A8 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15211688;Alliance;320 Value Plus;19.0/45-17 Alliance 320 Value Plus 148A6/144A8 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15211687;Alliance;320 Value Plus;15.0/55-17 Alliance 320 Value Plus 141A6/138A8 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15211664;Alliance;320 Value Plus;400/60-15.5 Alliance 320 Value Plus 152A6/148A8 16PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15211633;Alliance;320 Value Plus;12.5/80-15.3 Alliance 320 Value Plus 148A6/144A8 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_15211621;Alliance;320;10.0/75-15.3 Alliance 320 122A8/135A8 18PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO1_10003996;Alliance;350;320/90R46 Alliance 350 151A8/148D TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_106987;BKT;SKID POWER HD E;23x8.5-12 BKT SKID POWER HD E 12PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_98657;BKT;SKID POWER HD IMP E;15x19.5 BKT SKID POWER HD IMP E 14PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_98182;BKT;MULTIMAX MP 569 E;445/65R22.5 BKT MULTIMAX MP 569 E 169J;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_98124;BKT;SKID POWER HD;18x8.5-8 BKT SKID POWER HD 8PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_69538;BKT;PT - HD ZESTAW-SET;10.00x20 BKT PT - HD ZESTAW-SET 18PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_69470;BKT;PT - HD ZESTAW-SET;250x15 BKT PT - HD ZESTAW-SET 20PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_69418;BKT;PT - HD ZESTAW-SET;23x9-10 BKT PT - HD ZESTAW-SET 20PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_68018;BKT;PT - HD;28x12.5-15 BKT PT - HD 24PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_67021;BKT;MULTIMAX MP 527;16.0/70R24 BKT MULTIMAX MP 527 152A8/B TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_66731;BKT;AS 504;10.0/80x12 BKT AS 504 10PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_66351;BKT;MULTIMAX MP 527 164 B;19.5L-24 BKT MULTIMAX MP 527 164 B 164A8 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_65625;BKT;MP 590;18x22.5 BKT MP 590 20PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_65296;BKT;MP 567 E;18x19.5 BKT MP 567 E 18PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_65100;BKT;PT - HD IMP;10x16.5 BKT PT - HD IMP 10PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_64554;BKT;TR387 HD DLBD SPL;23.1x26 BKT TR387 HD DLBD SPL 18PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_64363;BKT;SP HD IMP;10x16.5 BKT SP HD IMP 8PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_64279;BKT;MULTIMAX MP 522;19.5L-24 BKT MULTIMAX MP 522 164A8/164B TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_62208;BKT;SURE-TRAX HD;10x16.5 BKT SURE-TRAX HD 10PR;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_60049;BKT;SKID POWER HD;26x12-12 BKT SKID POWER HD 8PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_60034;BKT;MULTIMAX MP 522;17.5L-24 BKT MULTIMAX MP 522 159A8 TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_59786;BKT;AS 504;80x12 BKT AS 504 6PR TT;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_59616;BKT;MP 600;16.0/70x24 BKT MP 600 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_58068;BKT;MULTIMAX MP 527;400/80R24 BKT MULTIMAX MP 527 162A8/B TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_57321;BKT;MULTIMAX MP 513;365/70R18 BKT MULTIMAX MP 513 133G TL;rolnicze;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_57305;BKT;PT - HD;6.00x9 BKT PT - HD 10PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_57201;BKT;MULTIMAX MP 540;12.5R20 BKT MULTIMAX MP 540 149K TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_56040;BKT;AS 504;420/55x17 BKT AS 504 145A8/133A8 16PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_55787;BKT;SP HD;10x16.5 BKT SP HD 10PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_55498;BKT;ROCK GRIP;16.00x25 BKT ROCK GRIP 196A2/177B 32PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_53736;BKT;MULTIMAX MP 513;16.0/70R20 BKT MULTIMAX MP 513 136G TL;przemysłowe;Ładowarka;PEWNE;Ładowarka rolnicza
MO9_53558;BKT;SKID POWER HD;31x15.5-15 BKT SKID POWER HD 10PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_53089;BKT;AS 504;15.5/80x24 BKT AS 504 14PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_52988;BKT;SKID POWER HD;27x10-12 BKT SKID POWER HD 152A2 14PR TT;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
MO9_51582;BKT;AS 504;11.0/65x12 BKT AS 504 8PR TL;rolnicze;Ładowarka;PEWNE;Ładowarka kołowa
MO9_51392;BKT;JUMBOTRAX HD;12x16.5 BKT JUMBOTRAX HD 10PR TL;przemysłowe;Ładowarka;PEWNE;Ładowarka kołowa
